query,gold_score,label_source,source
Analyze the given argument and present your analysis.,4,claude,pool_v6
Design a dynamic batching-with-preemption scheduler for LLM serving that can pause a long-running decode job to admit a latency-sensitive request without losing its KV-cache state.,9,claude,pool_v6
Which specific track or instrumental piece do you think best represents the tone of the show?,2,claude,pool_v6
Sign up for a charity event or volunteer opportunity to give back to the community.,1,claude,pool_v6
"Given a reference text about coleus rotundifolius, what are they commonly known as?",2,claude,pool_v6
Write a HTML to generate a form to login.,3,claude,pool_v6
"List the materials and steps necessary to make a DIY photo booth backdrop with a rustic, bohemian style.",4,claude,pool_v6
Analyze the given article to identify the main points.,4,claude,pool_v6
Copy this word:,0,claude,pool_v6
Prove that a secret-sharing scheme with a threshold of t out of n parties is information-theoretically secure against any coalition of fewer than t parties.,9,claude,pool_v6
Name two physical conditions that could lead to arthritis.,2,claude,pool_v6
Why killing is sin?,4,claude,pool_v6
Write a JavaScript function that swaps the values of two variables.,1,claude,pool_v6
Design a secure random number generator seeding strategy for a Linux container that avoids low-entropy boot-time vulnerabilities.,7,claude,pool_v6
Provide a one sentence definition for the concept of global warming.,1,claude,pool_v6
Find out the approximate surface area of a cylinder that has diameter of 6 inches and height of 10 inches,2,claude,pool_v6
What are some common techniques used for data analysis?,3,claude,pool_v6
"What were some of the primary causes and impacts of the Protestant Reformation, both within Europe and in the wider world?",6,claude,pool_v6
"To help combat child hunger this summer, IN Food Marketing & Design is proud to kick off the 7th annual Click for L.U.N.C.H! Campaign to raise awareness for Second Harvest Heartland’s Summer Food Service Program. Last year we were able to donate 3,030 meals – this year we hope to donate 10,000. For every person that visits infoodmarketing.com/click-lunch between June 6 and 9, 5 meals will be donated to Second Harvest Heartland’s Summer Food Service Program. Nearly 40 percent of children in Minnesota’s public schools depend on the free or reduced-cost meals they receive during the school year. As schools around the state let out for summer vacation, many food insecure kids are faced with unhealthy food options – or worse, no options at all. Share this page with friends and family to provide even more kids with healthy meals this summer. What percentage of children in Minnesota's public schools rely on free or reduced-cost meals during the school year, and what challenges do they face during the summer months?",2,claude,pool_v6
Arrange the items in alphabetical order.,1,claude,pool_v6
Tell me if the following statement is true or false.,1,claude,pool_v6
Generate potential titles for a book on the subject of entrepreneurship.,2,claude,pool_v6
"Given a set of data, determine the median. 1, 4, 7, 9, 11",1,claude,pool_v6
"Create a dress that is both fashionable and environmentally conscious, using organic cotton and upcycled materials, inspired by nature and its colors.",4,claude,pool_v6
How does North Dakota's population compare to the national average?,3,claude,pool_v6
"Write a detailed and informative article, between 500-1000 words in length, that introduces your new product or service to your target audience. Your article should clearly highlight the features, benefits, and unique selling points of your product or service. Use a tone that is engaging and informative, and make sure to incorporate relevant keywords and phrases that will attract online search traffic. Additionally, include high-quality images or videos to help visually showcase your offering.",6,claude,pool_v6
Brainstorm a marketing strategy to attract more customers to a local coffee shop.,4,claude,pool_v6
Identify the subject of the sentence. Output should be a single word.,1,claude,pool_v6
"Design an algorithm to compute the convex hull of n points in O(n log n) using the Graham scan, and prove its correctness via the polar-angle ordering invariant.",8,claude,pool_v6
What are the pros and cons of living in Seattle?,3,claude,pool_v6
Output a list of tools needed for a craft.,1,claude,pool_v6
Summarize what is the consumer price index (CPI).,2,claude,pool_v6
"Please provide a step-by-step guide on how to organize your closet, including tips on decluttering, storage solutions, and arrangement methods.",4,claude,pool_v6
Which is a species of fish? Bream or Cream,0,claude,pool_v6
What was Dick Lammi's most famous work?,2,claude,pool_v6
What is a K-Nearest Neighbor algorithm?,3,claude,pool_v6
"How has the agricultural landscape of Ingersoll, Ontario changed over the past decade?",5,claude,pool_v6
Can you suggest any online courses for learning how to ride a unicycle?,2,claude,pool_v6
Complete the incomplete sentence.,1,claude,pool_v6
In what ways does personal responsibility intersect with personal freedom?,5,claude,pool_v6
"Design a rope data structure for efficient string concatenation and slicing in a text editor, and analyze its amortized edit-operation complexity.",8,claude,pool_v6
Design a distributed leader-election protocol that must remain correct when the cluster spans two network fabrics with asymmetric partition probabilities.,9,claude,pool_v6
Assume you have a fair six-sided die. Use Monte Carlo simulation to estimate the probability of rolling a total score of at least 30 when rolling the die 10 times.,5,claude,pool_v6
"What role did Soweto play in the anti-apartheid movement, and how is this history remembered and honored today?",5,claude,pool_v6
"What has 3 parts, can be done daily, and will leave you with more cash in your pocket at the end of the month?",2,claude,pool_v6
Suggest a data structure for storing real-time stock prices of different companies.,5,claude,pool_v6
"Write a Python script that can take a list of any length as input, and detect and remove all duplicate entries. The script should be able to handle both numerical and string inputs, and it should output a new list with no duplicates. The script should also be able to handle empty lists and lists with only one entry. The script should be well-commented and follow the PEP 8 Python style guide.",4,claude,pool_v6
"Explain how a threshold BLS signature aggregation scheme enables a validator committee to jointly sign without a designated leader, and prove its unforgeability against a bounded-corruption adversary.",9,claude,pool_v6
Identify the protagonist of the story.,1,claude,pool_v6
"Rewrite the sentence so it implies the opposite meaning: ""My boss was very pleased about my work.""",2,claude,pool_v6
